id,year,date,descr,class,number,round,gender,weight,junior,adaptive,coxed,final,time_500m,time_1000m,time_1500m,time_2000m
2,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,146,FA,men,open,senior,FALSE,coxless,final,100.67,206.17,316.87,429.44
3,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,146,FA,men,open,senior,FALSE,coxless,final,102.61,208.87,313.44,415.68
4,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,146,FA,men,open,senior,FALSE,coxless,final,99.81,204.49,309.35,409.83
5,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,146,FA,men,open,senior,FALSE,coxless,final,101.24,204.72,308.2,409.41
6,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,146,FA,men,open,senior,FALSE,coxless,final,100.33,203.89,307.11,407.48
7,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,146,FA,men,open,senior,FALSE,coxless,final,101.57,207.28,313.72,417.58
8,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,137,FB,men,open,senior,FALSE,coxless,final,101.94,206.33,315.71,432.47
9,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,137,FB,men,open,senior,FALSE,coxless,final,101.99,206.53,314.74,426.65
10,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,137,FB,men,open,senior,FALSE,coxless,final,101.76,205.76,315.88,436.56
11,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,137,FB,men,open,senior,FALSE,coxless,final,103.82,206.93,313.46,421.94
12,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,137,FB,men,open,senior,FALSE,coxless,final,105.27,212.32,323.69,438.85
13,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,137,FB,men,open,senior,FALSE,coxless,final,102.66,206.79,314.48,424.03
14,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,133,FC,men,open,senior,FALSE,coxless,final,103.89,211.79,320.7,427.58
15,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,133,FC,men,open,senior,FALSE,coxless,final,108.28,213.78,318.71,423.96
16,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,133,FC,men,open,senior,FALSE,coxless,final,106.16,215.67,323.74,425.45
17,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,133,FC,men,open,senior,FALSE,coxless,final,106.75,220.3,323.84,429.92
18,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,133,FC,men,open,senior,FALSE,coxless,final,110.16,220.43,329.16,442.19
19,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,133,FC,men,open,senior,FALSE,coxless,final,113.36,226.75,338.04,453.62
20,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,129,FD,men,open,senior,FALSE,coxless,final,105.52,216.59,325.94,433.83
21,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,129,FD,men,open,senior,FALSE,coxless,final,104.96,217.55,328.11,434.71
22,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,129,FD,men,open,senior,FALSE,coxless,final,106.3,222.62,331.48,441.07
23,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,129,FD,men,open,senior,FALSE,coxless,final,106.4,218.33,329.62,444.78
24,2010,2010-11-06,"WCH Karapiro, New Zealand",M1x,129,FD,men,open,senior,FALSE,coxless,final,109.72,228.20,345.11,460.22
25,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,98,"SA/B 1",men,open,senior,FALSE,coxless,heat,105.56,219.23,332.52,446.15
26,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,98,"SA/B 1",men,open,senior,FALSE,coxless,heat,105.49,219.07,335.39,451.86
27,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,98,"SA/B 1",men,open,senior,FALSE,coxless,heat,104.43,212.94,320.51,435.08
28,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,98,"SA/B 1",men,open,senior,FALSE,coxless,heat,103.31,211.73,319.44,432.74
29,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,98,"SA/B 1",men,open,senior,FALSE,coxless,heat,105.52,216.76,326.40,446.06
30,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,98,"SA/B 1",men,open,senior,FALSE,coxless,heat,104.4,215.22,325.33,439.35
31,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,99,"SA/B 2",men,open,senior,FALSE,coxless,heat,108.39,219.63,333.78,443.36
32,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,99,"SA/B 2",men,open,senior,FALSE,coxless,heat,106.93,217.79,332.71,443.57
33,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,99,"SA/B 2",men,open,senior,FALSE,coxless,heat,102.35,209.69,318.17,430.07
34,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,99,"SA/B 2",men,open,senior,FALSE,coxless,heat,106.76,214.35,324.71,432.32
35,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,99,"SA/B 2",men,open,senior,FALSE,coxless,heat,104.1,211.13,322.84,432.83
36,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,99,"SA/B 2",men,open,senior,FALSE,coxless,heat,104.72,212.35,325.51,438.71
37,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,90,"SC/D 1",men,open,senior,FALSE,coxless,heat,109.19,224.1,344.85,468.32
38,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,90,"SC/D 1",men,open,senior,FALSE,coxless,heat,108.44,220.56,336.63,452.42
39,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,90,"SC/D 1",men,open,senior,FALSE,coxless,heat,108.06,222.79,340.15,457.28
40,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,90,"SC/D 1",men,open,senior,FALSE,coxless,heat,109.38,221.42,337.96,455.36
41,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,90,"SC/D 1",men,open,senior,FALSE,coxless,heat,107.25,219.02,334.90,453.25
42,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,91,"SC/D 2",men,open,senior,FALSE,coxless,heat,113.3,230.76,352.4,474.06
43,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,91,"SC/D 2",men,open,senior,FALSE,coxless,heat,113.04,226.60,342.55,459.42
44,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,91,"SC/D 2",men,open,senior,FALSE,coxless,heat,112.82,223.99,338.77,456.56
45,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,91,"SC/D 2",men,open,senior,FALSE,coxless,heat,110.91,223.58,337.33,455.7
46,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,91,"SC/D 2",men,open,senior,FALSE,coxless,heat,111.32,224.79,341.53,457.48
47,2010,2010-11-04,"WCH Karapiro, New Zealand",M1x,91,"SC/D 2",men,open,senior,FALSE,coxless,heat,118.66,240.89,365.85,491.51
48,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,57,R1,men,open,senior,FALSE,coxless,heat,100.78,206.64,313.47,420.28
49,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,57,R1,men,open,senior,FALSE,coxless,heat,100.2,205.52,311.44,418.36
50,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,57,R1,men,open,senior,FALSE,coxless,heat,98.42,201.87,308.41,416.19
51,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,57,R1,men,open,senior,FALSE,coxless,heat,101.17,208.78,320.01,434.34
52,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,58,R2,men,open,senior,FALSE,coxless,heat,99.56,204.54,316.7,437.13
53,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,58,R2,men,open,senior,FALSE,coxless,heat,97.58,200.56,306.91,416.40
54,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,58,R2,men,open,senior,FALSE,coxless,heat,99.91,203.42,309.46,417.36
55,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,58,R2,men,open,senior,FALSE,coxless,heat,99.64,205.47,313.74,423.91
56,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,58,R2,men,open,senior,FALSE,coxless,heat,105.23,217.93,334.14,451.33
57,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,59,R3,men,open,senior,FALSE,coxless,heat,101.73,208.29,317.67,427.21
58,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,59,R3,men,open,senior,FALSE,coxless,heat,98.35,200.8,305.25,411.96
59,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,59,R3,men,open,senior,FALSE,coxless,heat,97.93,200.32,305.37,419.34
60,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,59,R3,men,open,senior,FALSE,coxless,heat,100.36,205.9,314.78,425.09
61,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,59,R3,men,open,senior,FALSE,coxless,heat,101.72,207.44,316.52,424.21
62,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,60,R4,men,open,senior,FALSE,coxless,heat,103.78,211.52,320.37,434.55
63,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,60,R4,men,open,senior,FALSE,coxless,heat,99.8,202.01,307.33,414.21
64,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,60,R4,men,open,senior,FALSE,coxless,heat,97.8,199.20,300.6,409.82
65,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,60,R4,men,open,senior,FALSE,coxless,heat,101.7,204.94,308.86,426.32
66,2010,2010-11-02,"WCH Karapiro, New Zealand",M1x,60,R4,men,open,senior,FALSE,coxless,heat,101.01,204.23,305.90,412.55
67,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,24,H1,men,open,senior,FALSE,coxless,heat,96.24,203.57,314.78,425.41
68,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,24,H1,men,open,senior,FALSE,coxless,heat,97.22,200.86,309.15,418.35
69,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,24,H1,men,open,senior,FALSE,coxless,heat,97.61,200.32,304.75,416.47
70,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,24,H1,men,open,senior,FALSE,coxless,heat,101.74,214.35,326.44,440.03
71,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,24,H1,men,open,senior,FALSE,coxless,heat,96.82,197.44,298.97,407.9
72,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,24,H1,men,open,senior,FALSE,coxless,heat,99.86,204.5,311.02,424.7
73,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,25,H2,men,open,senior,FALSE,coxless,heat,97.22,198.54,302.45,408.48
74,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,25,H2,men,open,senior,FALSE,coxless,heat,99.44,201.65,306.95,411.58
75,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,25,H2,men,open,senior,FALSE,coxless,heat,101.22,204.14,309.14,416.42
76,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,25,H2,men,open,senior,FALSE,coxless,heat,101.49,204.42,311.41,416.9
77,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,25,H2,men,open,senior,FALSE,coxless,heat,100,202.43,309.37,416.33
78,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,25,H2,men,open,senior,FALSE,coxless,heat,100.7,205.9,313.98,423.66
79,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,26,H3,men,open,senior,FALSE,coxless,heat,103.57,210.55,318.65,426.28
80,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,26,H3,men,open,senior,FALSE,coxless,heat,98.57,199.7,304.03,408.6
81,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,26,H3,men,open,senior,FALSE,coxless,heat,99.89,202.07,307.12,410.18
82,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,26,H3,men,open,senior,FALSE,coxless,heat,102.35,206.82,312.38,417.42
83,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,26,H3,men,open,senior,FALSE,coxless,heat,97.93,200.87,307.78,415.75
84,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,26,H3,men,open,senior,FALSE,coxless,heat,105.05,216.25,331.06,448.89
85,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,27,H4,men,open,senior,FALSE,coxless,heat,101.82,208.01,314.32,420.45
86,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,27,H4,men,open,senior,FALSE,coxless,heat,98.83,204.95,312.32,422.83
87,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,27,H4,men,open,senior,FALSE,coxless,heat,99.86,201.58,307.01,410.66
88,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,27,H4,men,open,senior,FALSE,coxless,heat,99.92,206.32,315.6,428.92
89,2010,2010-11-01,"WCH Karapiro, New Zealand",M1x,27,H4,men,open,senior,FALSE,coxless,heat,97.75,202.25,308.14,412.83
90,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,144,FA,men,open,senior,FALSE,coxless,final,99.26,201.65,303.3,402.48
91,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,144,FA,men,open,senior,FALSE,coxless,final,99.03,203.65,308.6,409.96
92,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,144,FA,men,open,senior,FALSE,coxless,final,97.51,197.79,296.18,390.16
93,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,144,FA,men,open,senior,FALSE,coxless,final,97.41,199.64,299.51,396
94,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,144,FA,men,open,senior,FALSE,coxless,final,96.96,197.48,295.55,390.47
95,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,144,FA,men,open,senior,FALSE,coxless,final,99.86,205.29,311.52,415.5
96,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,135,FB,men,open,senior,FALSE,coxless,final,98.49,199.96,306.25,409.64
97,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,135,FB,men,open,senior,FALSE,coxless,final,95.2,193.03,295.39,398.61
98,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,135,FB,men,open,senior,FALSE,coxless,final,95.52,193.59,299.01,402.87
99,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,135,FB,men,open,senior,FALSE,coxless,final,96.48,195.36,298.13,397.33
100,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,135,FB,men,open,senior,FALSE,coxless,final,96.54,196.68,298.9,399.34
101,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,135,FB,men,open,senior,FALSE,coxless,final,99.06,202.20,307.02,408.71
102,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,131,FC,men,open,senior,FALSE,coxless,final,98.55,202.72,311.39,420.46
103,2010,2010-11-06,"WCH Karapiro, New Zealand",M2-,131,FC,men,open,senior,FALSE,coxless,final,101.16,206.53,314.55,423.27
104,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,94,"SA/B 1",men,open,senior,FALSE,coxless,heat,99.96,225.69,355.86,484.51
105,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,94,"SA/B 1",men,open,senior,FALSE,coxless,heat,100.42,209.56,325.57,440.64
106,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,94,"SA/B 1",men,open,senior,FALSE,coxless,heat,100.13,200.38,305.13,410.88
107,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,94,"SA/B 1",men,open,senior,FALSE,coxless,heat,97.8,200.63,307.18,417.42
108,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,94,"SA/B 1",men,open,senior,FALSE,coxless,heat,97.43,202.18,312.47,425.71
109,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,94,"SA/B 1",men,open,senior,FALSE,coxless,heat,102.4,211.92,324.34,433.42
110,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,95,"SA/B 2",men,open,senior,FALSE,coxless,heat,105.88,215.64,329.12,440.62
111,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,95,"SA/B 2",men,open,senior,FALSE,coxless,heat,104.45,208.43,316.59,421.98
112,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,95,"SA/B 2",men,open,senior,FALSE,coxless,heat,100.02,204.93,311.98,418.12
113,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,95,"SA/B 2",men,open,senior,FALSE,coxless,heat,102.28,206.96,315.3,419.11
114,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,95,"SA/B 2",men,open,senior,FALSE,coxless,heat,103.94,209.12,317.18,421.56
115,2010,2010-11-04,"WCH Karapiro, New Zealand",M2-,95,"SA/B 2",men,open,senior,FALSE,coxless,heat,104.11,212.09,325.18,439.94
116,2010,2010-11-02,"WCH Karapiro, New Zealand",M2-,55,R,men,open,senior,FALSE,coxless,heat,93.22,191.53,291.01,393.66
117,2010,2010-11-02,"WCH Karapiro, New Zealand",M2-,55,R,men,open,senior,FALSE,coxless,heat,95.54,194.13,294.58,394.11
118,2010,2010-11-02,"WCH Karapiro, New Zealand",M2-,55,R,men,open,senior,FALSE,coxless,heat,93.66,190.69,289.57,392.37
119,2010,2010-11-02,"WCH Karapiro, New Zealand",M2-,55,R,men,open,senior,FALSE,coxless,heat,94.04,193.2,295.65,396.95
120,2010,2010-11-02,"WCH Karapiro, New Zealand",M2-,55,R,men,open,senior,FALSE,coxless,heat,95.22,197.62,301.38,407.63
121,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,18,H1,men,open,senior,FALSE,coxless,heat,93.4,191.52,289.5,385.98
122,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,18,H1,men,open,senior,FALSE,coxless,heat,95.89,196.54,297.69,406.74
123,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,18,H1,men,open,senior,FALSE,coxless,heat,91.47,186.5,282.18,381.9
124,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,18,H1,men,open,senior,FALSE,coxless,heat,93.43,190.28,287.27,386.42
125,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,18,H1,men,open,senior,FALSE,coxless,heat,93.81,191.86,288.67,387.48
126,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,19,H2,men,open,senior,FALSE,coxless,heat,94.11,192.35,291.55,397.2
127,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,19,H2,men,open,senior,FALSE,coxless,heat,94.5,192,291.46,395.32
128,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,19,H2,men,open,senior,FALSE,coxless,heat,93.79,195.22,301.75,413.64
129,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,19,H2,men,open,senior,FALSE,coxless,heat,91.56,186.07,282.11,385.12
130,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,19,H2,men,open,senior,FALSE,coxless,heat,96.35,199.41,311.16,426.25
131,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,20,H3,men,open,senior,FALSE,coxless,heat,91.98,189.19,287.95,389.53
132,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,20,H3,men,open,senior,FALSE,coxless,heat,94.32,191.79,290.91,395
133,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,20,H3,men,open,senior,FALSE,coxless,heat,92.84,192.45,293.35,399.09
134,2010,2010-11-01,"WCH Karapiro, New Zealand",M2-,20,H3,men,open,senior,FALSE,coxless,heat,89.98,186.63,286.08,391.62
135,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,159,FA,men,open,senior,FALSE,coxless,final,91.26,188.73,287.82,388.54
136,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,159,FA,men,open,senior,FALSE,coxless,final,90.7,188.48,289.44,391.57
137,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,159,FA,men,open,senior,FALSE,coxless,final,90.78,186.97,285.36,382.63
138,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,159,FA,men,open,senior,FALSE,coxless,final,89.42,186.68,284.94,384.21
139,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,159,FA,men,open,senior,FALSE,coxless,final,92.73,191.03,291.36,393.89
140,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,159,FA,men,open,senior,FALSE,coxless,final,93.09,192.73,293.37,391.08
141,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,152,FB,men,open,senior,FALSE,coxless,final,92.47,190.23,289.02,386.51
142,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,152,FB,men,open,senior,FALSE,coxless,final,92.88,190.81,290.69,390.37
143,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,152,FB,men,open,senior,FALSE,coxless,final,92.78,189.94,288.86,386.28
144,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,152,FB,men,open,senior,FALSE,coxless,final,93.52,191.03,290.63,391.28
145,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,152,FB,men,open,senior,FALSE,coxless,final,93.67,192.84,293.51,393.36
146,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,152,FB,men,open,senior,FALSE,coxless,final,92.46,191.39,292.13,393.15
147,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,148,FC,men,open,senior,FALSE,coxless,final,92.98,191.95,293.32,396.24
148,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,148,FC,men,open,senior,FALSE,coxless,final,91.66,190.07,289.72,392.21
149,2010,2010-11-07,"WCH Karapiro, New Zealand",M2x,148,FC,men,open,senior,FALSE,coxless,final,92.43,192.33,296.21,403.83
150,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,127,"SA/B 1",men,open,senior,FALSE,coxless,heat,99.67,203.45,307.85,406.72
151,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,127,"SA/B 1",men,open,senior,FALSE,coxless,heat,103.28,206.87,310,407.31
152,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,127,"SA/B 1",men,open,senior,FALSE,coxless,heat,99.51,200.72,304.32,404.77
153,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,127,"SA/B 1",men,open,senior,FALSE,coxless,heat,101.11,202.62,306.85,406.78
154,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,127,"SA/B 1",men,open,senior,FALSE,coxless,heat,101.45,206.39,314.68,420.85
155,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,127,"SA/B 1",men,open,senior,FALSE,coxless,heat,101.7,207.67,316.71,421.28
156,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,128,"SA/B 2",men,open,senior,FALSE,coxless,heat,97.77,198.12,308.17,418.36
157,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,128,"SA/B 2",men,open,senior,FALSE,coxless,heat,100.16,203,311.90,411.78
158,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,128,"SA/B 2",men,open,senior,FALSE,coxless,heat,96.57,197.26,305.69,411
159,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,128,"SA/B 2",men,open,senior,FALSE,coxless,heat,95.23,196.37,306.96,409.03
160,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,128,"SA/B 2",men,open,senior,FALSE,coxless,heat,97.74,201.23,313.03,422.28
161,2010,2010-11-05,"WCH Karapiro, New Zealand",M2x,128,"SA/B 2",men,open,senior,FALSE,coxless,heat,97.61,199.88,311.42,421.54
162,2010,2010-11-03,"WCH Karapiro, New Zealand",M2x,79,R,men,open,senior,FALSE,coxless,heat,96.38,200.5,307.45,420.36
163,2010,2010-11-03,"WCH Karapiro, New Zealand",M2x,79,R,men,open,senior,FALSE,coxless,heat,94.64,192.73,293.02,398.52
164,2010,2010-11-03,"WCH Karapiro, New Zealand",M2x,79,R,men,open,senior,FALSE,coxless,heat,94.21,194.01,294.09,398.21
165,2010,2010-11-03,"WCH Karapiro, New Zealand",M2x,79,R,men,open,senior,FALSE,coxless,heat,92.86,191.54,291.74,396.12
166,2010,2010-11-03,"WCH Karapiro, New Zealand",M2x,79,R,men,open,senior,FALSE,coxless,heat,93.36,192.63,294.6,403.33
167,2010,2010-11-03,"WCH Karapiro, New Zealand",M2x,79,R,men,open,senior,FALSE,coxless,heat,92.92,193.64,297.42,409.75
168,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,35,H1,men,open,senior,FALSE,coxless,heat,88.78,183.53,280.09,377.44
169,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,35,H1,men,open,senior,FALSE,coxless,heat,90.41,185.23,281.48,384.05
170,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,35,H1,men,open,senior,FALSE,coxless,heat,89.49,182.70,277.21,372.84
171,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,35,H1,men,open,senior,FALSE,coxless,heat,88.55,181.08,275.74,371.21
172,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,35,H1,men,open,senior,FALSE,coxless,heat,89.03,182.97,278.28,373.90
173,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,36,H2,men,open,senior,FALSE,coxless,heat,88.61,182.73,277.42,374.90
174,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,36,H2,men,open,senior,FALSE,coxless,heat,92.21,187.10,281.4,376.52
175,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,36,H2,men,open,senior,FALSE,coxless,heat,91.14,191.43,296.03,400.88
176,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,36,H2,men,open,senior,FALSE,coxless,heat,91.31,185.88,281.77,379.33
177,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,36,H2,men,open,senior,FALSE,coxless,heat,90.78,185.69,282.1,381.97
178,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,37,H3,men,open,senior,FALSE,coxless,heat,90.11,184.32,281.40,384.62
179,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,37,H3,men,open,senior,FALSE,coxless,heat,89.61,184.64,284.46,393.33
180,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,37,H3,men,open,senior,FALSE,coxless,heat,87.48,181.86,279.28,378.34
181,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,37,H3,men,open,senior,FALSE,coxless,heat,90.22,185.16,282.9,380.96
182,2010,2010-11-01,"WCH Karapiro, New Zealand",M2x,37,H3,men,open,senior,FALSE,coxless,heat,86.96,177.45,272.62,370.18
183,2010,2010-11-06,"WCH Karapiro, New Zealand",M2+,139,F,men,open,senior,FALSE,coxed,final,107.26,216.72,326.68,427.88
184,2010,2010-11-06,"WCH Karapiro, New Zealand",M2+,139,F,men,open,senior,FALSE,coxed,final,105.7,214.72,324.67,426.2
185,2010,2010-11-06,"WCH Karapiro, New Zealand",M2+,139,F,men,open,senior,FALSE,coxed,final,104.32,210.5,318.9,423.32
186,2010,2010-11-06,"WCH Karapiro, New Zealand",M2+,139,F,men,open,senior,FALSE,coxed,final,103.45,210.92,320.27,424.38
187,2010,2010-11-02,"WCH Karapiro, New Zealand",M2+,61,X,men,open,senior,FALSE,coxed,heat,106.07,211.81,315.28,416.46
188,2010,2010-11-02,"WCH Karapiro, New Zealand",M2+,61,X,men,open,senior,FALSE,coxed,heat,101.99,208.39,314.21,416.18
189,2010,2010-11-02,"WCH Karapiro, New Zealand",M2+,61,X,men,open,senior,FALSE,coxed,heat,103.99,208.33,312.53,415.11
190,2010,2010-11-02,"WCH Karapiro, New Zealand",M2+,61,X,men,open,senior,FALSE,coxed,heat,102.6,208.95,315.54,418.18
191,2010,2010-11-05,"WCH Karapiro, New Zealand",M4-,122,FA,men,open,senior,FALSE,coxless,final,102.72,205.58,307.81,405.38
192,2010,2010-11-05,"WCH Karapiro, New Zealand",M4-,122,FA,men,open,senior,FALSE,coxless,final,103.52,207.13,310.9,407.15
